id,institutionCode,collectionCode,ownerInstitutionCode,collectionID,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,reproductiveCondition,establishmentMeans,lifeStage,sex,individualCount,preparations,country,stateProvince,county,municipality,locality,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,rights,rightsHolder,accessRights,recordId,references
4694081,NCU,CUCH1,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,1ed1d9f2-6baa-45fe-aca4-f10c6e5a66b5,NCU00038984,130241,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,,,,,,,,"Ahles, Harry",,,1957,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceSources",,,,,,,,,,"United States","North Carolina",Onslow,,,,,,,,,,,,,,,,,,,,,,,"2016-07-08 14:07:45",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:1ed1d9f2-6baa-45fe-aca4-f10c6e5a66b5,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694081
4694082,NCU,CUCH1,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,90d14a33-324a-4e2b-aafa-7d9fc5ee1097,NCU00038993,130242,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,,,,,,,,"Haesloop, John",,,1957,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceSources",,,,,,,,,,"United States","North Carolina",Pender,,,,,,,,,,,,,,,,,,,,,,,"2016-07-08 14:07:45",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:90d14a33-324a-4e2b-aafa-7d9fc5ee1097,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694082
4694083,NCU,CUCH1,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,b14173f0-a5d7-4f2a-b0e3-b10616b4b9d2,NCU00040712,130243,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,"Nomenclatural Adjustment","August 9, 2016",http://uncpress.unc.edu/books/T-766.html,"RAB 1968 - all orchid records.",,,,"Ahles, Harry",,,1956,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceSources",,,,,,,,,,"United States","South Carolina",Pickens,,,,,,,,,,,,,,,,,,,,,,,"2016-07-08 14:07:45",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:b14173f0-a5d7-4f2a-b0e3-b10616b4b9d2,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694083
4694084,NCU,CUCH1,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,869f9eeb-34c1-4644-98dd-89ff1e28219b,NCU00038985,130244,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,,,,,,,,"Terrell, E. [Edward]",,,1956,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceSources",,,,,,,,,,"United States","North Carolina",Robeson,,,,,,,,,,,,,,,,,,,,,,,"2016-07-08 14:07:45",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:869f9eeb-34c1-4644-98dd-89ff1e28219b,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694084
4694085,NCU,CUCH1,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,b132d4c2-89b0-4461-a83b-dd58b1d31a85,NCU00038992,130245,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,,,,,,,,"Haesloop, John",,,1957,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceSources",,,,,,,,,,"United States","North Carolina",Sampson,,,,,,,,,,,,,,,,,,,,,,,"2016-07-08 14:07:45",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:b132d4c2-89b0-4461-a83b-dd58b1d31a85,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694085
4694086,NCU,CUCH1,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,7256f7d8-4166-4d44-acb1-4e1d97dbfa39,NCU00038931,130246,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,"Nomenclatural Adjustment","August 9, 2016",http://uncpress.unc.edu/books/T-766.html,"RAB 1968 - all orchid records.",,,,"Freeman, O. [Oliver]",,,1958,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceSources",,,,,,,,,,"United States","North Carolina",Transylvania,,,,,,,,,,,,,,,,,,,,,,,"2016-07-08 14:07:45",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:7256f7d8-4166-4d44-acb1-4e1d97dbfa39,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694086
4694087,NCU,CUCH1,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,80634a65-2bcb-4457-9d81-deb5d974802f,NCU00038929,151510,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,"Nomenclatural Adjustment","August 9, 2016",http://uncpress.unc.edu/books/T-766.html,"RAB 1968 - all orchid records.",,,,"Gupton, O. [Oscar]",,,1959,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceSources",,,,,,,,,,"United States","North Carolina",Scotland,,,,,,,,,,,,,,,,,,,,,,,"2016-07-08 14:07:45",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:80634a65-2bcb-4457-9d81-deb5d974802f,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694087
4694088,NCU,CUCH1,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,80be987e-2293-401d-9a6e-394cb8dcf911,NCU00038986,177676,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,,,,,,,,"Britt, Robert",,,1958,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceSources",,,,,,,,,,"United States","North Carolina",Robeson,,,,,,,,,,,,,,,,,,,,,,,"2016-07-08 14:07:45",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:80be987e-2293-401d-9a6e-394cb8dcf911,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694088
4694089,NCU,CUCH1,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,63b97326-31c6-49fb-b87e-a116200302be,NCU00038928,177677,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,"Nomenclatural Adjustment","August 9, 2016",http://uncpress.unc.edu/books/T-766.html,"RAB 1968 - all orchid records.",,,,"Britt, Robert",,,1958,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceSources",,,,,,,,,,"United States","North Carolina",Robeson,,,,,,,,,,,,,,,,,,,,,,,"2016-07-08 14:07:45",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:63b97326-31c6-49fb-b87e-a116200302be,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694089
4694090,NCU,CUCH1,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,4026286c-602e-400a-8f28-1c0cd81bb063,NCU00040725,186590,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,,,,,,,,"Palmer, W.",,,1959,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceSources",,,,,,,,,,"United States",Georgia,Bulloch,,,,,,,,,,,,,,,,,,,,,,,"2016-07-08 14:07:45",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:4026286c-602e-400a-8f28-1c0cd81bb063,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694090
4694091,NCU,CUCH1,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,87998300-10c9-42f6-a065-7205546276f1,NCU00040724,186591,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,,,,,,,,"Owens, C.",,,1959,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceSources",,,,,,,,,,"United States",Georgia,Bulloch,,,,,,,,,,,,,,,,,,,,,,,"2016-07-08 14:07:45",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:87998300-10c9-42f6-a065-7205546276f1,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694091
4694092,NCU,CUCH1,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,60278230-5f09-4dc1-95ed-c6768660bd49,NCU00038932,234671,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,"Nomenclatural Adjustment","August 9, 2016",http://uncpress.unc.edu/books/T-766.html,"RAB 1968 - all orchid records.",,,,"Rodgers, C. [Charles]",,,1961,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceSources",,,,,,,,,,"United States","North Carolina",Transylvania,,,,,,,,,,,,,,,,,,,,,,,"2016-07-08 14:07:45",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:60278230-5f09-4dc1-95ed-c6768660bd49,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694092
4694093,NCU,CUCH1,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,c1f5d07f-1429-4a40-8e46-5db3dfca6ee1,NCU00038917,258352,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,"Nomenclatural Adjustment","August 9, 2016",http://uncpress.unc.edu/books/T-766.html,"RAB 1968 - all orchid records.",,,,"Justice, William",,,1965,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceSources",,,,,,,,,,"United States","North Carolina",Buncombe,,,,,,,,,,,,,,,,,,,,,,,"2016-07-08 14:07:45",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:c1f5d07f-1429-4a40-8e46-5db3dfca6ee1,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694093
4694094,NCU,CUCH1,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,c5a7e829-89a5-4fff-8314-b99ac9f6718d,NCU00038915,282585,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,"Nomenclatural Adjustment","August 9, 2016",http://uncpress.unc.edu/books/T-766.html,"RAB 1968 - all orchid records.",,,,"Logue, John",,,1967,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, georeferenceSources",,,,,,,,,,"United States","North Carolina",Brunswick,,,,,,,,,,,,,,,,,,,,,,,"2016-07-08 14:07:45",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:c5a7e829-89a5-4fff-8314-b99ac9f6718d,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694094
4694095,NCU,CUCH1,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,c2bbf096-8a3c-4e35-bee9-6a32768c1cff,NCU00038916,324292,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,"Nomenclatural Adjustment","August 9, 2016",http://uncpress.unc.edu/books/T-766.html,"RAB 1968 - all orchid records.",,,,"Justice, William",,,1958,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum",,,,,,,,,,"United States","North Carolina",Buncombe,,,,,,,,,,,,,,,,,,,,,,,"2016-07-08 14:07:45",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:c2bbf096-8a3c-4e35-bee9-6a32768c1cff,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694095
4694096,NCU,CUCH1,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,8cefca8b-02fb-4eb1-bc1b-8a4658137337,NCU00038975,327063,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,,,,,,,,"Radford, A. [Albert]",,,1968,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceSources",,,,,,,,,,"United States","North Carolina",Brunswick,,,,,,,,,,,,,,,,,,,,,,,"2016-07-08 14:07:45",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:8cefca8b-02fb-4eb1-bc1b-8a4658137337,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694096
4694097,NCU,CUCH1,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,a37b3173-6691-40da-a428-086fc93932a2,NCU00040722,339958,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,"Nomenclatural Adjustment","August 9, 2016",http://uncpress.unc.edu/books/T-766.html,"RAB 1968 - all orchid records.",,,,"Godfrey, R. [Robert]",,,1969,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceSources",,,,,,,,,,"United States",Florida,Liberty,,,,,,,,,,,,,,,,,,,,,,,"2016-07-08 14:07:45",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:a37b3173-6691-40da-a428-086fc93932a2,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694097
4694098,NCU,CUCH1,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,344ae0fd-ca46-4de0-9a64-e3867ef00fa8,NCU00038989,348454,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,,,,,,,,"Leonard, S. [Steven]",,,1969,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceSources",,,,,,,,,,"United States","North Carolina",Brunswick,,,,,,,,,,,,,,,,,,,,,,,"2016-07-08 14:07:45",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:344ae0fd-ca46-4de0-9a64-e3867ef00fa8,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694098
4694099,NCU,CUCH1,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,d777f7b5-edac-4319-b089-8e9f5ad1d0bb,NCU00040720,398132,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,"Nomenclatural Adjustment","August 9, 2016",http://uncpress.unc.edu/books/T-766.html,"RAB 1968 - all orchid records.",,,,"Lelong, Michel",,,1968,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceSources",,,,,,,,,,"United States",Alabama,Mobile,,,,,,,,,,,,,,,,,,,,,,,"2016-07-08 14:07:45",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:d777f7b5-edac-4319-b089-8e9f5ad1d0bb,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694099
4694100,NCU,CUCH1,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,1c57e993-d191-4884-a0ee-221931b58060,NCU00040729,405962,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,,,,,,,,"Gay, Robert",,,1965,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceSources",,,,,,,,,,"United States",Georgia,Lowndes,,,,,,,,,,,,,,,,,,,,,,,"2016-07-08 14:07:45",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:1c57e993-d191-4884-a0ee-221931b58060,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694100
4694101,NCU,CUCH1,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,d2e22090-5e2a-4f82-82e6-cfc0ea0c201c,NCU00047222,438046,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,"Nomenclatural Adjustment","August 9, 2016",http://uncpress.unc.edu/books/T-766.html,"RAB 1968 - all orchid records.",,,,"Curtiss, A. [Allen]",,,,,,,,,,,,"field values redacted: recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceSources",,,,,,,,,,"United States",Florida,Duval,,,,,,,,,,,,,,,,,,,,,,,"2016-07-08 14:07:45",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:d2e22090-5e2a-4f82-82e6-cfc0ea0c201c,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694101
4694102,NCU,CUCH1,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,4cd0a4e8-daa3-4b97-81a2-0f92d0104339,NCU00040731,442997,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,"Nomenclatural Adjustment","August 9, 2016",http://uncpress.unc.edu/books/T-766.html,"RAB 1968 - all orchid records.",,,,"Andrews, Ramona",,,1968,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceSources",,,,,,,,,,"United States",Mississippi,Harrison,,,,,,,,,,,,,,,,,,,,,,,"2016-07-08 14:07:45",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:4cd0a4e8-daa3-4b97-81a2-0f92d0104339,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694102
4694103,NCU,CUCH1,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,838aceeb-e2b1-4e92-a05a-d21999da85ac,NCU00040726,478743,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,,,,,,,,"Walker, W. [Wiley]",,,1975,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceSources",,,,,,,,,,"United States",Georgia,Bulloch,,,,,,,,,,,,,,,,,,,,,,,"2016-07-08 14:07:45",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:838aceeb-e2b1-4e92-a05a-d21999da85ac,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694103
4694104,NCU,CUCH1,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,088e456b-cf0b-451c-873b-52336d581619,NCU00038991,478800,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,,,,,,,,"Schram, Lynn",,,1974,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceSources",,,,,,,,,,"United States","North Carolina",Madison,,,,,,,,,,,,,,,,,,,,,,,"2016-07-08 14:07:45",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:088e456b-cf0b-451c-873b-52336d581619,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694104
4694105,NCU,CUCH1,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,56f26767-0b48-4a3f-8714-faacdc6ef5df,NCU00040728,479116,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,,,,,,,,"Register, Herbert",,,1972,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceSources",,,,,,,,,,"United States",Georgia,Clinch,,,,,,,,,,,,,,,,,,,,,,,"2016-07-08 14:07:45",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:56f26767-0b48-4a3f-8714-faacdc6ef5df,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694105
4694106,NCU,CUCH1,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,18138eec-c642-4784-971c-a220b22719fc,NCU00040727,479240,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,,,,,,,,"Register, Herbert",,,1972,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality",,,,,,,,,,"United States",Georgia,Clinch,,,,,,,,,,,,,,,,,,,,,,,"2016-07-08 14:07:45",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:18138eec-c642-4784-971c-a220b22719fc,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694106
4694107,NCU,CUCH1,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,46ac93d6-5a9a-4b21-a489-2505d68adb77,NCU00038920,491105,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,"Nomenclatural Adjustment","August 9, 2016",http://uncpress.unc.edu/books/T-766.html,"RAB 1968 - all orchid records.",,,,"Snyder, James",,,1976,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceSources",,,,,,,,,,"United States","North Carolina",Carteret,,,,,,,,,,,,,,,,,,,,,,,"2016-07-08 14:07:45",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:46ac93d6-5a9a-4b21-a489-2505d68adb77,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694107
4694108,NCU,CUCH1,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,e551572d-0244-469e-a3a9-a6ebe87acd5a,NCU00038919,492017,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,"Nomenclatural Adjustment","August 9, 2016",http://uncpress.unc.edu/books/T-766.html,"RAB 1968 - all orchid records.",,,,"Dorr, L. [Laurence]",,,1978,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceSources",,,,,,,,,,"United States","North Carolina",Carteret,,,,,,,,,,,,,,,,,,,,,,,"2016-07-08 14:07:45",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:e551572d-0244-469e-a3a9-a6ebe87acd5a,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694108
